"WorkingGroup","FishStock","Year","Recruitment","TBiomass","SSB","Landings","YieldSSB","MeanF","SoP","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21"
"afwg","cod-arct","1946","7.2813900000000000e+05","4168882","1112776","7.0600000000000000e+05","6.3439999999999996e-01","1.8570000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","1947","4.2531100000000000e+05","3692801","1165059","8.8201700000000000e+05","7.5710000000000000e-01","3.0470000000000003e-01","","","","","","","","","","","",""
"afwg","cod-arct","1948","4.4259200000000000e+05","3665819","1019114","7.7429500000000000e+05","7.5980000000000003e-01","3.3979999999999999e-01","","","","","","","","","","","",""
"afwg","cod-arct","1949","4.6834800000000000e+05","3065111","729879","8.0012200000000000e+05","1.0962000000000001e+00","3.6190000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","1950","7.0490800000000000e+05","2830103","615339","7.3198200000000000e+05","1.1896000000000000e+00","3.5659999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1951","1.0837530000000000e+06","3141009","568705","8.2718000000000000e+05","1.4544999999999999e+00","3.9660000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1952","1.1931110000000000e+06","3407679","520599","8.7679500000000000e+05","1.6841999999999999e+00","5.3480000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1953","1.5903770000000000e+06","3557376","396417","6.9554600000000000e+05","1.7545999999999999e+00","3.5720000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1954","6.4158400000000000e+05","4039204","429694","8.2602100000000000e+05","1.9222999999999999e+00","3.8790000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1955","2.7277800000000000e+05","3488383","346919","1.1478410000000000e+06","3.3087000000000000e+00","5.4369999999999996e-01","","","","","","","","","","","",""
"afwg","cod-arct","1956","4.3960200000000000e+05","3189831","299823","1.3430680000000000e+06","4.4794999999999998e+00","6.4010000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","1957","8.0478100000000000e+05","2495895","207840","7.9255700000000000e+05","3.8132999999999999e+00","5.0890000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1958","4.9682400000000000e+05","2164149","195377","7.6931300000000000e+05","3.9376000000000002e+00","5.1690000000000003e-01","","","","","","","","","","","",""
"afwg","cod-arct","1959","6.8369000000000000e+05","2415826","432489","7.4460700000000000e+05","1.7217000000000000e+00","5.5959999999999999e-01","","","","","","","","","","","",""
"afwg","cod-arct","1960","7.8965300000000000e+05","2050805","383479","6.2204200000000000e+05","1.6221000000000001e+00","4.7889999999999999e-01","","","","","","","","","","","",""
"afwg","cod-arct","1961","9.1684200000000000e+05","2137149","404228","7.8322100000000000e+05","1.9376000000000000e+00","6.3480000000000003e-01","","","","","","","","","","","",""
"afwg","cod-arct","1962","7.2833800000000000e+05","1957006","311678","9.0926600000000000e+05","2.9173000000000000e+00","7.5760000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1963","4.7206400000000000e+05","1747579","208207","7.7633700000000000e+05","3.7286999999999999e+00","9.8660000000000003e-01","","","","","","","","","","","",""
"afwg","cod-arct","1964","3.3867800000000000e+05","1374529","186570","4.3769500000000000e+05","2.3460000000000001e+00","6.7889999999999995e-01","","","","","","","","","","","",""
"afwg","cod-arct","1965","7.7694100000000000e+05","1440693","102315","4.4493000000000000e+05","4.3486000000000002e+00","5.5330000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1966","1.5825600000000000e+06","2198418","120722","4.8371100000000000e+05","4.0068000000000001e+00","5.3020000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","1967","1.2954160000000000e+06","2852164","129784","5.7260500000000000e+05","4.4119999999999999e+00","5.4390000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1968","1.6495500000000000e+05","3387455","227215","1.0740840000000000e+06","4.7271999999999998e+00","5.7040000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1969","1.1203900000000000e+05","2805591","151870","1.1972260000000000e+06","7.8832000000000004e+00","8.2920000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1970","1.9710500000000000e+05","2057698","224482","9.3324600000000000e+05","4.1573000000000002e+00","7.4929999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1971","4.0477400000000000e+05","1610969","311662","6.8904800000000000e+05","2.2109000000000001e+00","5.9560000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1972","1.0153190000000000e+06","1621485","346511","5.6525400000000000e+05","1.6313000000000000e+00","6.9279999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1973","1.8189490000000000e+06","2401955","332913","7.9268500000000000e+05","2.3811000000000000e+00","6.0199999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","1974","5.2391600000000000e+05","2236387","164491","1.1024330000000000e+06","6.7020999999999997e+00","5.6330000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1975","6.2161600000000000e+05","2037430","142028","8.2937700000000000e+05","5.8395000000000001e+00","6.5949999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","1976","6.1394200000000000e+05","1931396","171238","8.6746300000000000e+05","5.0658000000000003e+00","6.4570000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1977","3.4805400000000000e+05","1950748","341385","9.0530100000000000e+05","2.6518000000000002e+00","8.3789999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","1978","6.3849000000000000e+05","1576565","241536","6.9871500000000000e+05","2.8927999999999998e+00","9.4059999999999999e-01","","","","","","","","","","","",""
"afwg","cod-arct","1979","1.9849000000000000e+05","1114381","174699","4.4053800000000000e+05","2.5217000000000001e+00","7.2640000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1980","1.3773500000000000e+05","863862","108253","3.8043400000000000e+05","3.5143000000000000e+00","7.2409999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1981","1.5086800000000000e+05","983658","166926","3.9903800000000000e+05","2.3904999999999998e+00","8.6319999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1982","1.5183000000000000e+05","750871","326133","3.6373000000000000e+05","1.1153000000000000e+00","7.5829999999999997e-01","","","","","","","","","","","",""
"afwg","cod-arct","1983","1.6683100000000000e+05","738675","327181","2.8999200000000000e+05","8.8629999999999998e-01","7.5600000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1984","3.9783100000000000e+05","817596","251087","2.7765100000000000e+05","1.1057999999999999e+00","9.1610000000000003e-01","","","","","","","","","","","",""
"afwg","cod-arct","1985","5.2367400000000000e+05","957513","193856","3.0792000000000000e+05","1.5884000000000000e+00","7.0379999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","1986","1.0380100000000000e+06","1294195","170729","4.3011300000000000e+05","2.5192999999999999e+00","8.6490000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","1987","2.8637200000000000e+05","1126282","121243","5.2307100000000000e+05","4.3141999999999996e+00","9.5099999999999996e-01","","","","","","","","","","","",""
"afwg","cod-arct","1988","2.0464500000000000e+05","915460","202589","4.3493900000000000e+05","2.1469000000000000e+00","9.7430000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","1989","1.7278300000000000e+05","890362","234717","3.3248100000000000e+05","1.4165000000000001e+00","6.6020000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1990","2.4275100000000000e+05","962678","316419","2.1200000000000000e+05","6.7000000000000004e-01","2.7100000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1991","4.1173900000000000e+05","1561700","704748","3.1915800000000000e+05","4.5290000000000002e-01","3.2100000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1992","7.2070300000000000e+05","1912033","887567","5.1323400000000000e+05","5.7820000000000005e-01","4.5500000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1993","8.9237000000000000e+05","2358452","775174","5.8161100000000000e+05","7.5029999999999997e-01","5.5279999999999996e-01","","","","","","","","","","","",""
"afwg","cod-arct","1994","7.7625100000000000e+05","2145717","614799","7.7108600000000000e+05","1.2542000000000000e+00","8.6780000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1995","6.0806600000000000e+05","1804224","528780","7.3999900000000000e+05","1.3994000000000000e+00","7.8790000000000004e-01","","","","","","","","","","","",""
"afwg","cod-arct","1996","4.3835900000000000e+05","1687600","571732","7.3222800000000000e+05","1.2806999999999999e+00","6.9850000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","1997","7.1545400000000000e+05","1532694","588888","7.6240300000000000e+05","1.2946000000000000e+00","1.0329999999999999e+00","","","","","","","","","","","",""
"afwg","cod-arct","1998","8.4547600000000000e+05","1230812","386431","5.9262400000000000e+05","1.5336000000000001e+00","9.1510000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","1999","5.4855100000000000e+05","1101982","293666","4.8491000000000000e+05","1.6512000000000000e+00","9.8419999999999996e-01","","","","","","","","","","","",""
"afwg","cod-arct","2000","6.1259900000000000e+05","1103592","241243","4.1486800000000000e+05","1.7197000000000000e+00","8.4480000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","2001","5.2136000000000000e+05","1380326","356449","4.2647100000000000e+05","1.1963999999999999e+00","7.0709999999999995e-01","","","","","","","","","","","",""
"afwg","cod-arct","2002","4.5734600000000000e+05","1553273","499231","5.3504500000000000e+05","1.0717000000000001e+00","6.7430000000000001e-01","","","","","","","","","","","",""
"afwg","cod-arct","2003","6.9934500000000000e+05","1631526","551716","5.5199000000000000e+05","1.0004999999999999e+00","5.3680000000000005e-01","","","","","","","","","","","",""
"afwg","cod-arct","2004","3.0976900000000000e+05","1602075","662161","6.0644500000000000e+05","9.1590000000000005e-01","6.7440000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","2005","5.6608900000000000e+05","1600612","619438","6.4127600000000000e+05","1.0353000000000001e+00","6.9699999999999995e-01","","","","","","","","","","","",""
"afwg","cod-arct","2006","5.6629300000000000e+05","1563413","613874","5.3764200000000000e+05","8.7580000000000002e-01","5.7779999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","2007","9.1859800000000000e+05","1831963","674305","4.8688300000000000e+05","7.2209999999999996e-01","3.5870000000000002e-01","","","","","","","","","","","",""
"afwg","cod-arct","2008","8.5132800000000000e+05","2286239","725543","4.6417100000000000e+05","6.3980000000000004e-01","3.1450000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","2009","5.8395000000000000e+05","2631618","1076703","5.2343000000000000e+05","4.8609999999999998e-01","2.6979999999999998e-01","","","","","","","","","","","",""
"afwg","cod-arct","2010","3.5790400000000000e+05","2613101","1134247","6.0998300000000000e+05","5.3779999999999994e-01","2.8680000000000000e-01","","","","","","","","","","","",""
"afwg","cod-arct","2011","4.3300000000000000e+05","","1310681","","","","","","","","","","","","","","",""
"afwg","had-arct","1950","8.0445000000000000e+04","237329","130535","1.3212500000000000e+05","1.0121806410000000e+00","8.3709999999999996e-01","","","","","","","","","","","",""
"afwg","had-arct","1951","6.6225800000000000e+05","348413","97875","1.2007700000000000e+05","1.2268403580000000e+00","6.3580000000000003e-01","","","","","","","","","","","",""
"afwg","had-arct","1952","7.2667000000000000e+04","230815","55402","1.2766000000000000e+05","2.3042489439999998e+00","7.4629999999999996e-01","","","","","","","","","","","",""
"afwg","had-arct","1953","1.2455020000000000e+06","501304","82864","1.2392000000000000e+05","1.4954624439999999e+00","5.2549999999999997e-01","","","","","","","","","","","",""
"afwg","had-arct","1954","1.4798300000000000e+05","526092","115108","1.5678800000000000e+05","1.3620947280000000e+00","3.8979999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1955","6.2332000000000000e+04","476852","176055","2.0228600000000000e+05","1.1489932119999999e+00","5.2200000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1956","2.0308800000000000e+05","462785","238661","2.1392400000000000e+05","8.9635089099999998e-01","4.6800000000000003e-01","","","","","","","","","","","",""
"afwg","had-arct","1957","6.3225000000000000e+04","313716","179145","1.2358300000000000e+05","6.8984900500000002e-01","4.5590000000000003e-01","","","","","","","","","","","",""
"afwg","had-arct","1958","8.2692000000000000e+04","262667","147772","1.1267200000000000e+05","7.6247191599999997e-01","5.5440000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","1959","3.9090200000000000e+05","343926","120505","8.8211000000000000e+04","7.3201112000000002e-01","4.1270000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","1960","2.8690100000000000e+05","383604","103485","1.5465100000000000e+05","1.4944291439999999e+00","5.0929999999999997e-01","","","","","","","","","","","",""
"afwg","had-arct","1961","1.2957900000000000e+05","376414","119121","1.9322400000000000e+05","1.6220817489999999e+00","6.8269999999999997e-01","","","","","","","","","","","",""
"afwg","had-arct","1962","2.8509300000000000e+05","332860","109350","1.8740800000000000e+05","1.7138363050000001e+00","8.4489999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1963","3.2933300000000000e+05","294866","73487","1.4622400000000000e+05","1.9897941130000001e+00","9.0190000000000003e-01","","","","","","","","","","","",""
"afwg","had-arct","1964","3.8364500000000000e+05","286221","57308","9.9158000000000000e+04","1.7302645350000001e+00","6.7559999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1965","1.2208500000000000e+05","342395","89044","1.1857800000000000e+05","1.3316787210000001e+00","5.1500000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","1966","2.8594400000000000e+05","371362","119915","1.6177800000000000e+05","1.3491056159999999e+00","6.3129999999999997e-01","","","","","","","","","","","",""
"afwg","had-arct","1967","3.5568400000000000e+05","447195","143598","1.3639700000000000e+05","9.4985306199999997e-01","4.3990000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","1968","2.1570000000000000e+04","402608","156889","1.8172600000000000e+05","1.1583093780000000e+00","5.2769999999999995e-01","","","","","","","","","","","",""
"afwg","had-arct","1969","2.1172000000000000e+04","323291","168571","1.3082000000000000e+05","7.7605281999999998e-01","4.0860000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1970","1.9732800000000000e+05","267987","141613","8.8257000000000000e+04","6.2322668100000000e-01","3.7409999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1971","1.1471900000000000e+05","321678","152377","7.8905000000000000e+04","5.1782749400000005e-01","2.5369999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1972","1.2046650000000000e+06","590094","114977","2.6615300000000000e+05","2.3148368800000001e+00","7.3390000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","1973","3.1922200000000000e+05","568027","105465","3.2222600000000000e+05","3.0552884840000001e+00","5.8279999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1974","6.2740000000000000e+04","558097","186596","2.2115700000000000e+05","1.1852183329999999e+00","5.0549999999999995e-01","","","","","","","","","","","",""
"afwg","had-arct","1975","5.7677000000000000e+04","437879","224139","1.7575800000000000e+05","7.8414733700000006e-01","5.2829999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1976","6.5272000000000000e+04","266602","176821","1.3726400000000000e+05","7.7628788400000004e-01","6.8830000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1977","1.3203500000000000e+05","186823","106152","1.1015800000000000e+05","1.0377383370000000e+00","8.3050000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1978","2.0630600000000000e+05","201084","83319","9.5422000000000000e+04","1.1452609850000000e+00","6.7090000000000005e-01","","","","","","","","","","","",""
"afwg","had-arct","1979","1.6986000000000000e+05","252446","73840","1.0362300000000000e+05","1.4033450700000001e+00","6.8799999999999994e-01","","","","","","","","","","","",""
"afwg","had-arct","1980","2.9524000000000000e+04","271116","75480","8.7889000000000000e+04","1.1644011660000000e+00","4.9080000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","1981","1.3188000000000000e+04","226140","92002","7.7153000000000000e+04","8.3860133500000000e-01","4.7660000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1982","1.6435000000000000e+04","169106","91802","4.6955000000000000e+04","5.1148123099999998e-01","3.5180000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","1983","9.2060000000000000e+03","86255","56202","2.4600000000000000e+04","4.3770684300000001e-01","3.0340000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","1984","1.2259000000000000e+04","68362","50464","2.0945000000000000e+04","4.1504835099999998e-01","2.7889999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1985","2.9382700000000000e+05","171927","50748","4.5052000000000000e+04","8.8775912400000001e-01","3.3779999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1986","5.3375900000000000e+05","334556","52224","1.0056300000000000e+05","1.9256089150000000e+00","4.8830000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","1987","1.2018600000000000e+05","331044","66921","1.5491600000000000e+05","2.3149086240000001e+00","6.3319999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1988","5.7121000000000000e+04","263816","75898","9.5255000000000000e+04","1.2550396580000001e+00","5.0260000000000005e-01","","","","","","","","","","","",""
"afwg","had-arct","1989","2.8765000000000000e+04","216657","89091","5.8518000000000000e+04","6.5683402400000002e-01","3.6609999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1990","3.6968000000000000e+04","178576","98099","2.7182000000000000e+04","2.7708743200000002e-01","1.4740000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","1991","1.0701300000000000e+05","205221","116825","3.6216000000000000e+04","3.1000213999999998e-01","1.9089999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1992","2.2230700000000000e+05","285629","135338","5.9922000000000000e+04","4.4275813100000000e-01","2.6790000000000003e-01","","","","","","","","","","","",""
"afwg","had-arct","1993","6.7344700000000000e+05","462784","141121","8.2379000000000000e+04","5.8374728099999995e-01","3.3900000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1994","3.0215500000000000e+05","573557","166479","1.3518600000000000e+05","8.1203034600000001e-01","4.1889999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1995","9.8786000000000000e+04","562124","183938","1.4244800000000000e+05","7.7443486399999995e-01","3.5639999999999999e-01","","","","","","","","","","","",""
"afwg","had-arct","1996","1.0647200000000000e+05","507724","235110","1.7812800000000000e+05","7.5763685100000000e-01","3.8169999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1997","1.1628100000000000e+05","369578","203724","1.5435900000000000e+05","7.5768687000000001e-01","4.7560000000000002e-01","","","","","","","","","","","",""
"afwg","had-arct","1998","6.3564000000000000e+04","271516","155338","1.0063000000000000e+05","6.4781315600000000e-01","4.0189999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","1999","2.2858000000000000e+05","276815","125167","8.3195000000000000e+04","6.6467199799999999e-01","4.0799999999999997e-01","","","","","","","","","","","",""
"afwg","had-arct","2000","9.7331000000000000e+04","258642","100486","6.8944000000000000e+04","6.8610552700000005e-01","2.6779999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2001","3.7471700000000000e+05","369362","140302","8.9640000000000000e+04","6.3890749999999996e-01","2.6479999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2002","3.5190800000000000e+05","451590","158363","1.1479800000000000e+05","7.2490417600000001e-01","2.9840000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","2003","2.3197000000000000e+05","496848","187825","1.3892600000000000e+05","7.3965659500000003e-01","4.2359999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2004","2.4062500000000000e+05","482608","194295","1.5827900000000000e+05","8.1463238900000001e-01","3.4949999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2005","3.5170700000000000e+05","519724","216831","1.5829800000000000e+05","7.3005243700000000e-01","4.6139999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2006","1.8869600000000000e+05","469105","184216","1.5315700000000000e+05","8.3139901000000005e-01","3.7009999999999998e-01","","","","","","","","","","","",""
"afwg","had-arct","2007","7.6502800000000000e+05","666461","220419","1.6152500000000000e+05","7.3280887800000005e-01","3.7750000000000000e-01","","","","","","","","","","","",""
"afwg","had-arct","2008","1.1925180000000000e+06","946601","211150","1.5560400000000000e+05","7.3693582800000001e-01","3.3160000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","2009","1.0568210000000000e+06","1234415","244365","2.0006100000000000e+05","8.1869744000000000e-01","3.0790000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","2010","2.8442100000000000e+05","1263689","361519","2.4933400000000000e+05","6.8968436000000000e-01","2.4940000000000001e-01","","","","","","","","","","","",""
"afwg","had-arct","2011","1.2000000000000000e+05","","413258","","","","","","","","","","","","","","",""
"afwg","sai-arct","1960","9.2382000000000000e+04","767473","539004","1.3351500000000000e+05","2.4770000000000000e-01","3.1480000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1961","1.0418200000000000e+05","774927","570302","1.0595100000000000e+05","1.8579999999999999e-01","2.4210000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","1962","2.0373200000000000e+05","794132","536072","1.2070700000000000e+05","2.2520000000000001e-01","2.5030000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1963","3.0719000000000000e+05","894257","498806","1.4862700000000000e+05","2.9799999999999999e-01","2.7370000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1964","9.5252000000000000e+04","859622","504704","1.9742600000000000e+05","3.9119999999999999e-01","3.1009999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1965","2.8798200000000000e+05","884694","513878","1.8560000000000000e+05","3.6120000000000002e-01","2.6800000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1966","1.3961300000000000e+05","842688","468328","2.0378800000000000e+05","4.3509999999999999e-01","3.5049999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1967","1.9910700000000000e+05","812239","480490","1.8132600000000000e+05","3.7740000000000001e-01","2.8760000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1968","1.5604200000000000e+05","778843","457349","1.1024700000000000e+05","2.4110000000000001e-01","1.4999999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1969","2.9144600000000000e+05","920271","519126","1.4006000000000000e+05","2.6979999999999998e-01","1.6439999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1970","2.6321500000000000e+05","1032756","583641","2.6492400000000000e+05","4.5390000000000003e-01","3.4070000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1971","2.6260800000000000e+05","1007521","549539","2.4127200000000000e+05","4.3900000000000000e-01","2.9540000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1972","1.5330400000000000e+05","944517","568220","2.1433400000000000e+05","3.7719999999999998e-01","2.7470000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1973","2.1489800000000000e+05","911672","587140","2.1385900000000000e+05","3.6420000000000002e-01","2.9849999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1974","9.3077000000000000e+04","797521","548068","2.6412100000000000e+05","4.8190000000000000e-01","5.1019999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1975","1.7051800000000000e+05","658808","439590","2.3345300000000000e+05","5.3110000000000002e-01","4.2349999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1976","2.5606900000000000e+05","617215","323825","2.4248600000000000e+05","7.4880000000000002e-01","5.0619999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1977","2.2059300000000000e+05","540047","259383","1.8281700000000000e+05","7.0479999999999998e-01","4.3300000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1978","1.3554600000000000e+05","469932","246457","1.5546400000000000e+05","6.3080000000000003e-01","4.5610000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","1979","2.0619400000000000e+05","469793","221057","1.6468000000000000e+05","7.4500000000000000e-01","5.9299999999999997e-01","","","","","","","","","","","",""
"afwg","sai-arct","1980","1.1327100000000000e+05","433652","189652","1.4455400000000000e+05","7.6219999999999999e-01","5.0490000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1981","2.8364300000000000e+05","523380","187843","1.7554000000000000e+05","9.3450000000000000e-01","5.3669999999999995e-01","","","","","","","","","","","",""
"afwg","sai-arct","1982","1.2161500000000000e+05","457494","160760","1.6803400000000000e+05","1.0451999999999999e+00","5.9450000000000003e-01","","","","","","","","","","","",""
"afwg","sai-arct","1983","1.0284700000000000e+05","452679","196833","1.5693600000000000e+05","7.9730000000000001e-01","6.1009999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1984","9.0673000000000000e+04","352057","164444","1.5878600000000000e+05","9.6560000000000001e-01","6.6169999999999995e-01","","","","","","","","","","","",""
"afwg","sai-arct","1985","9.9780000000000000e+04","274151","125880","1.0718300000000000e+05","8.5150000000000003e-01","5.3520000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","1986","2.2509300000000000e+05","293653","97133","6.7396000000000000e+04","6.9389999999999996e-01","4.7289999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1987","1.6953100000000000e+05","334438","84693","9.2391000000000000e+04","1.0909000000000000e+00","5.3239999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1988","8.0035000000000000e+04","349011","105371","1.1424200000000000e+05","1.0842000000000001e+00","5.7930000000000004e-01","","","","","","","","","","","",""
"afwg","sai-arct","1989","6.7026000000000000e+04","308960","117871","1.2281700000000000e+05","1.0420000000000000e+00","5.8730000000000004e-01","","","","","","","","","","","",""
"afwg","sai-arct","1990","7.2449000000000000e+04","256927","118862","9.5848000000000000e+04","8.0640000000000001e-01","5.4249999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1991","2.4221300000000000e+05","356203","117520","1.0732700000000000e+05","9.1330000000000000e-01","4.4130000000000003e-01","","","","","","","","","","","",""
"afwg","sai-arct","1992","3.7934100000000000e+05","524292","100820","1.2760400000000000e+05","1.2657000000000000e+00","5.9270000000000000e-01","","","","","","","","","","","",""
"afwg","sai-arct","1993","2.7526500000000000e+05","638632","102259","1.5490300000000000e+05","1.5147999999999999e+00","4.9170000000000003e-01","","","","","","","","","","","",""
"afwg","sai-arct","1994","2.0826000000000000e+05","592372","162961","1.4695000000000000e+05","9.0180000000000005e-01","5.1519999999999999e-01","","","","","","","","","","","",""
"afwg","sai-arct","1995","3.5760400000000000e+05","713976","223147","1.6837800000000000e+05","7.5460000000000005e-01","4.1909999999999997e-01","","","","","","","","","","","",""
"afwg","sai-arct","1996","1.3515200000000000e+05","723322","269576","1.7134800000000000e+05","6.3560000000000005e-01","3.4289999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","1997","1.6630200000000000e+05","712991","252099","1.4362900000000000e+05","5.6969999999999998e-01","2.7300000000000002e-01","","","","","","","","","","","",""
"afwg","sai-arct","1998","1.1860800000000000e+05","753214","278808","1.5332700000000000e+05","5.4990000000000006e-01","2.6550000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","1999","2.6294600000000000e+05","794451","290121","1.5037500000000000e+05","5.1829999999999998e-01","2.8949999999999998e-01","","","","","","","","","","","",""
"afwg","sai-arct","2000","1.4954800000000000e+05","830510","349261","1.3592800000000000e+05","3.8919999999999999e-01","1.9570000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","2001","1.9604700000000000e+05","904554","380190","1.3585300000000000e+05","3.5730000000000001e-01","2.0300000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","2002","3.4090400000000000e+05","1020343","463790","1.5487000000000000e+05","3.3389999999999997e-01","2.1240000000000001e-01","","","","","","","","","","","",""
"afwg","sai-arct","2003","1.3191200000000000e+05","950645","448564","1.6159200000000000e+05","3.6020000000000002e-01","1.8029999999999999e-01","","","","","","","","","","","",""
